CustomerID,Recency,Frequency,Monetary,Churn_Status,R_Score,F_Score,M_Score,RFM_Score,Segment
13410,24,9,2201.96,Active,4,4,3,11,"Loyal Customers"
13411,107,1,213.55,Churned,2,1,1,4,Lost
13412,620,1,487.35,Churned,1,1,2,4,Lost
13413,639,6,429.44,Churned,1,3,2,6,"At Risk"
13414,133,6,2494.14,Churned,2,3,4,9,"At Risk"
13415,472,4,800.67,Churned,1,3,2,6,"At Risk"
13416,43,3,940.80,Active,3,2,3,8,Others
13417,4,6,1669.49,Active,4,3,3,10,"Loyal Customers"
13418,11,31,12233.60,Active,4,4,4,12,Champions
13419,63,1,221.06,Active,3,1,1,5,Others
13420,149,2,159.85,Churned,2,2,1,5,Lost
13421,40,8,4103.12,Active,3,4,4,11,"Loyal Customers"
13422,64,1,2626.30,Active,3,1,4,8,Others
13423,428,1,217.03,Churned,1,1,1,3,Lost
13424,449,1,572.77,Churned,1,1,2,4,Lost
13425,108,5,3403.63,Churned,2,3,4,9,"At Risk"
13426,0,22,8167.38,Active,4,4,4,12,Champions
13427,19,6,1006.53,Active,4,3,3,10,"Loyal Customers"
13428,10,3,499.98,Active,4,2,2,8,"New Customers"
13429,10,4,1006.80,Active,4,3,3,10,"Loyal Customers"
13430,18,2,679.45,Active,4,2,2,8,"New Customers"
13431,67,8,3316.24,Active,3,4,4,11,"Loyal Customers"
13432,571,2,439.10,Churned,1,2,2,5,Lost
13433,501,4,658.32,Churned,1,3,2,6,"At Risk"
13434,74,5,1666.86,Active,3,3,3,9,"Loyal Customers"
13435,5,9,4475.23,Active,4,4,4,12,Champions
13436,1,1,196.89,Active,4,1,1,6,"New Customers"
13437,14,7,3408.06,Active,4,3,4,11,"Loyal Customers"
13438,547,1,46.50,Churned,1,1,1,3,Lost
13439,255,3,986.61,Churned,2,2,3,7,Others
13440,423,7,1295.25,Churned,1,3,3,7,"At Risk"
13441,91,2,720.90,Churned,3,2,2,7,Others
13442,667,3,419.87,Churned,1,2,2,5,Lost
13443,448,6,1280.16,Churned,1,3,3,7,"At Risk"
13444,374,2,631.68,Churned,2,2,2,6,Lost
13445,626,1,241.90,Churned,1,1,1,3,Lost
13446,430,11,3881.89,Churned,1,4,4,9,"At Risk"
13447,23,3,1129.14,Active,4,2,3,9,"New Customers"
13448,16,13,9240.87,Active,4,4,4,12,Champions
13449,23,1,291.88,Active,4,1,1,6,"New Customers"
13450,26,13,4120.04,Active,3,4,4,11,"Loyal Customers"
13451,26,11,7190.92,Active,3,4,4,11,"Loyal Customers"
13452,259,3,729.80,Churned,2,2,2,6,Lost
13453,165,3,781.69,Churned,2,2,2,6,Lost
13454,641,1,219.87,Churned,1,1,1,3,Lost
13455,24,6,2905.93,Active,4,3,4,11,"Loyal Customers"
13456,17,6,1766.72,Active,4,3,3,10,"Loyal Customers"
13457,688,2,148.22,Churned,1,2,1,4,Lost
13458,7,16,11959.27,Active,4,4,4,12,Champions
13459,624,2,1160.41,Churned,1,2,3,6,Others
13460,29,2,183.44,Active,3,2,1,6,Others
13461,38,6,4160.00,Active,3,3,4,10,"Loyal Customers"
13462,252,5,1153.85,Churned,2,3,3,8,"At Risk"
13464,58,6,3097.64,Active,3,3,4,10,"Loyal Customers"
13465,446,2,931.12,Churned,1,2,3,6,Others
13466,184,5,1013.35,Churned,2,3,3,8,"At Risk"
13467,10,2,1083.71,Active,4,2,3,9,"New Customers"
13468,1,72,13390.51,Active,4,4,4,12,Champions
13469,653,1,82.40,Churned,1,1,1,3,Lost
13470,99,2,165.00,Churned,2,2,1,5,Lost
13471,1,4,2531.58,Active,4,3,4,11,"Loyal Customers"
13472,463,2,592.24,Churned,1,2,2,5,Lost
13473,60,8,2657.76,Active,3,4,4,11,"Loyal Customers"
13474,236,3,663.79,Churned,2,2,2,6,Lost
13475,191,4,1431.78,Churned,2,3,3,8,"At Risk"
13476,178,5,2061.47,Churned,2,3,3,8,"At Risk"
13477,37,11,2834.17,Active,3,4,4,11,"Loyal Customers"
13478,469,5,2215.78,Churned,1,3,3,7,"At Risk"
13479,200,4,851.37,Churned,2,3,2,7,"At Risk"
13480,416,2,627.82,Churned,1,2,2,5,Lost
13481,45,11,3830.84,Active,3,4,4,11,"Loyal Customers"
13482,232,2,336.09,Churned,2,2,1,5,Lost
13483,65,1,140.34,Active,3,1,1,5,Others
13484,241,3,790.72,Churned,2,2,2,6,Lost
13485,233,11,3019.22,Churned,2,4,4,10,"At Risk"
13486,78,3,1122.41,Active,3,2,3,8,Others
13487,57,5,846.87,Active,3,3,2,8,"Loyal Customers"
13488,17,23,15587.88,Active,4,4,4,12,Champions
13489,105,4,449.52,Churned,2,3,2,7,"At Risk"
13490,654,1,154.25,Churned,1,1,1,3,Lost
13491,51,27,4566.56,Active,3,4,4,11,"Loyal Customers"
13492,136,3,1269.84,Churned,2,2,3,7,Others
13493,275,2,618.63,Churned,2,2,2,6,Lost
13494,311,1,316.26,Churned,2,1,1,4,Lost
13495,7,10,5374.26,Active,4,4,4,12,Champions
13496,10,2,653.33,Active,4,2,2,8,"New Customers"
13497,282,6,1320.33,Churned,2,3,3,8,"At Risk"
13498,730,1,327.38,Churned,1,1,1,3,Lost
13499,17,5,1159.11,Active,4,3,3,10,"Loyal Customers"
13500,23,4,1466.30,Active,4,3,3,10,"Loyal Customers"
13501,288,3,2885.11,Churned,2,2,4,8,Others
13502,16,5,780.50,Active,4,3,2,9,"Loyal Customers"
13503,71,6,1905.39,Active,3,3,3,9,"Loyal Customers"
13504,64,1,295.93,Active,3,1,1,5,Others
13505,72,4,4393.63,Active,3,3,4,10,"Loyal Customers"
13506,316,5,1639.20,Churned,2,3,3,8,"At Risk"
13507,3,4,2479.16,Active,4,3,4,11,"Loyal Customers"
13508,243,2,287.05,Churned,2,2,1,5,Lost
13509,8,8,1114.72,Active,4,4,3,11,"Loyal Customers"
13510,1,11,4558.29,Active,4,4,4,12,Champions
13511,676,1,282.76,Churned,1,1,1,3,Lost
13512,260,4,713.39,Churned,2,3,2,7,"At Risk"
13513,126,3,824.59,Churned,2,2,2,6,Lost
13514,73,4,815.90,Active,3,3,2,8,"Loyal Customers"
13515,72,6,1265.82,Active,3,3,3,9,"Loyal Customers"
13516,21,4,1685.26,Active,4,3,3,10,"Loyal Customers"
13517,59,3,2128.42,Active,3,2,3,8,Others
13518,85,1,659.44,Active,3,1,2,6,Others
13519,78,2,343.21,Active,3,2,1,6,Others
13520,58,11,6909.40,Active,3,4,4,11,"Loyal Customers"
13521,1,3,1093.65,Active,4,2,3,9,"New Customers"
13522,30,1,125.80,Active,3,1,1,5,Others
13523,33,6,5101.52,Active,3,3,4,10,"Loyal Customers"
13524,40,5,680.18,Active,3,3,2,8,"Loyal Customers"
13525,14,2,628.78,Active,4,2,2,8,"New Customers"
13526,738,2,1182.00,Churned,1,2,3,6,Others
13527,33,12,4683.74,Active,3,4,4,11,"Loyal Customers"
13529,78,2,307.76,Active,3,2,1,6,Others
13530,634,1,402.98,Churned,1,1,2,4,Lost
13531,205,6,1738.52,Churned,2,3,3,8,"At Risk"
13532,33,1,210.31,Active,3,1,1,5,Others
13533,182,3,270.79,Churned,2,2,1,5,Lost
13534,2,35,7720.90,Active,4,4,4,12,Champions
13535,402,1,89.50,Churned,1,1,1,3,Lost
13536,1,7,3448.29,Active,4,3,4,11,"Loyal Customers"
13537,425,2,717.85,Churned,1,2,2,5,Lost
13538,43,12,3112.73,Active,3,4,4,11,"Loyal Customers"
13539,85,7,1569.36,Active,3,3,3,9,"Loyal Customers"
13540,467,3,632.39,Churned,1,2,2,5,Lost
13541,427,2,785.25,Churned,1,2,2,5,Lost
13542,376,17,4006.17,Churned,2,4,4,10,"At Risk"
13543,634,2,1439.61,Churned,1,2,3,6,Others
13544,39,6,829.00,Active,3,3,2,8,"Loyal Customers"
13545,390,2,374.64,Churned,1,2,2,5,Lost
13546,12,5,1092.14,Active,4,3,3,10,"Loyal Customers"
13547,408,1,175.53,Churned,1,1,1,3,Lost
13548,96,3,908.99,Churned,2,2,3,7,Others
13549,25,8,1005.80,Active,4,4,3,11,"Loyal Customers"
13550,383,1,349.51,Churned,1,1,2,4,Lost
13551,319,2,244.20,Churned,2,2,1,5,Lost
13552,66,22,6978.92,Active,3,4,4,11,"Loyal Customers"
13553,674,1,517.80,Churned,1,1,2,4,Lost
13554,380,7,1638.28,Churned,1,3,3,7,"At Risk"
13555,73,13,8999.19,Active,3,4,4,11,"Loyal Customers"
13556,429,2,200.82,Churned,1,2,1,4,Lost
13557,28,13,3032.26,Active,3,4,4,11,"Loyal Customers"
13558,5,4,605.06,Active,4,3,2,9,"Loyal Customers"
13559,512,2,990.00,Churned,1,2,3,6,Others
13560,7,1,174.37,Active,4,1,1,6,"New Customers"
13561,215,11,1820.72,Churned,2,4,3,9,"At Risk"
13562,81,8,4838.18,Active,3,4,4,11,"Loyal Customers"
13563,84,2,777.53,Active,3,2,2,7,Others
13564,144,37,17249.55,Churned,2,4,4,10,"At Risk"
13565,19,3,414.80,Active,4,2,2,8,"New Customers"
13566,40,5,1708.12,Active,3,3,3,9,"Loyal Customers"
13567,428,4,1083.69,Churned,1,3,3,7,"At Risk"
13568,173,1,192.85,Churned,2,1,1,4,Lost
13569,17,4,893.78,Active,4,3,2,9,"Loyal Customers"
13570,243,1,239.49,Churned,2,1,1,4,Lost
13571,12,26,4546.54,Active,4,4,4,12,Champions
13572,205,1,1384.25,Churned,2,1,3,6,Others
13573,50,6,916.47,Active,3,3,3,9,"Loyal Customers"
13574,411,1,421.25,Churned,1,1,2,4,Lost
13575,23,5,732.07,Active,4,3,2,9,"Loyal Customers"
13576,10,28,11551.74,Active,4,4,4,12,Champions
13577,25,11,3489.28,Active,4,4,4,12,Champions
13578,409,1,147.66,Churned,1,1,1,3,Lost
13579,14,5,1539.04,Active,4,3,3,10,"Loyal Customers"
13580,406,1,107.75,Churned,1,1,1,3,Lost
13581,309,2,280.53,Churned,2,2,1,5,Lost
13582,389,2,241.68,Churned,1,2,1,4,Lost
13583,155,2,1445.03,Churned,2,2,3,7,Others
13584,306,3,392.45,Churned,2,2,2,6,Lost
13585,530,3,684.54,Churned,1,2,2,5,Lost
13586,541,1,131.53,Churned,1,1,1,3,Lost
13587,63,4,1673.50,Active,3,3,3,9,"Loyal Customers"
13588,15,9,2478.95,Active,4,4,4,12,Champions
13589,14,6,1120.74,Active,4,3,3,10,"Loyal Customers"
13590,11,18,6349.59,Active,4,4,4,12,Champions
13591,64,7,2093.94,Active,3,3,3,9,"Loyal Customers"
13592,35,4,247.96,Active,3,3,1,7,"Loyal Customers"
13593,108,14,5523.69,Churned,2,4,4,10,"At Risk"
13594,52,2,533.32,Active,3,2,2,7,Others
13595,516,3,818.22,Churned,1,2,2,5,Lost
13596,5,2,697.04,Active,4,2,2,8,"New Customers"
13597,400,2,396.71,Churned,1,2,2,5,Lost
13598,47,5,789.59,Active,3,3,2,8,"Loyal Customers"
13599,1,33,10167.63,Active,4,4,4,12,Champions
13600,312,2,518.42,Churned,2,2,2,6,Lost
13601,45,4,1185.14,Active,3,3,3,9,"Loyal Customers"
13602,64,4,1025.17,Active,3,3,3,9,"Loyal Customers"
13603,26,1,164.34,Active,3,1,1,5,Others
13604,658,1,717.62,Churned,1,1,2,4,Lost
13605,387,2,522.67,Churned,1,2,2,5,Lost
13606,29,3,280.54,Active,3,2,1,6,Others
13607,40,2,1078.31,Active,3,2,3,8,Others
13608,540,1,236.20,Churned,1,1,1,3,Lost
13609,593,1,167.35,Churned,1,1,1,3,Lost
13610,12,14,2175.88,Active,4,4,3,11,"Loyal Customers"
13611,89,10,3319.53,Active,3,4,4,11,"Loyal Customers"
13612,632,1,818.29,Churned,1,1,2,4,Lost
13613,452,5,1039.85,Churned,1,3,3,7,"At Risk"
13614,24,6,2359.19,Active,4,3,4,11,"Loyal Customers"
13615,318,8,6272.53,Churned,2,4,4,10,"At Risk"
13616,568,2,288.10,Churned,1,2,1,4,Lost
13617,40,8,1278.75,Active,3,4,3,10,"Loyal Customers"
13618,173,1,177.34,Churned,2,1,1,4,Lost
13619,544,2,231.69,Churned,1,2,1,4,Lost
13620,528,1,112.34,Churned,1,1,1,3,Lost
13621,116,1,213.85,Churned,2,1,1,4,Lost
13622,696,1,658.95,Churned,1,1,2,4,Lost
13623,30,10,2566.49,Active,3,4,4,11,"Loyal Customers"
13624,388,1,462.08,Churned,1,1,2,4,Lost
13625,596,1,301.26,Churned,1,1,1,3,Lost
13626,252,2,707.04,Churned,2,2,2,6,Lost
13627,59,7,2245.90,Active,3,3,3,9,"Loyal Customers"
13628,676,1,310.14,Churned,1,1,1,3,Lost
13629,23,19,13370.86,Active,4,4,4,12,Champions
13630,5,7,2031.78,Active,4,3,3,10,"Loyal Customers"
13631,99,11,3070.42,Churned,2,4,4,10,"At Risk"
13632,24,8,3648.15,Active,4,4,4,12,Champions
13634,33,16,5073.47,Active,3,4,4,11,"Loyal Customers"
13635,67,4,2999.16,Active,3,3,4,10,"Loyal Customers"
13636,36,5,949.12,Active,3,3,3,9,"Loyal Customers"
13637,52,3,810.50,Active,3,2,2,7,Others
13638,15,1,122.64,Active,4,1,1,6,"New Customers"
13639,74,2,1346.27,Active,3,2,3,8,Others
13640,611,1,405.00,Churned,1,1,2,4,Lost
13641,640,5,1016.47,Churned,1,3,3,7,"At Risk"
13642,215,4,514.72,Churned,2,3,2,7,"At Risk"
13643,31,10,2156.77,Active,3,4,3,10,"Loyal Customers"
13644,16,4,2624.26,Active,4,3,4,11,"Loyal Customers"
13645,120,1,252.10,Churned,2,1,1,4,Lost
13646,399,2,326.25,Churned,1,2,1,4,Lost
13647,9,8,3071.68,Active,4,4,4,12,Champions
13648,400,8,1764.02,Churned,1,4,3,8,"At Risk"
13649,256,6,1678.88,Churned,2,3,3,8,"At Risk"
13650,16,10,3288.00,Active,4,4,4,12,Champions
13651,35,3,226.85,Active,3,2,1,6,Others
13652,45,5,2570.85,Active,3,3,4,10,"Loyal Customers"
13653,487,1,152.20,Churned,1,1,1,3,Lost
13654,43,11,6308.00,Active,3,4,4,11,"Loyal Customers"
13655,114,6,2280.51,Churned,2,3,3,8,"At Risk"
13656,164,4,1078.85,Churned,2,3,3,8,"At Risk"
13657,10,2,382.14,Active,4,2,2,8,"New Customers"
13658,9,9,6025.50,Active,4,4,4,12,Champions
13659,205,12,4894.88,Churned,2,4,4,10,"At Risk"
13660,400,1,314.59,Churned,1,1,1,3,Lost
13661,603,1,325.24,Churned,1,1,1,3,Lost
13662,85,11,2250.11,Active,3,4,3,10,"Loyal Customers"
13663,179,5,2047.51,Churned,2,3,3,8,"At Risk"
13665,386,3,1711.66,Churned,1,2,3,6,Others
13666,60,5,127.90,Active,3,3,1,7,"Loyal Customers"
13667,149,1,305.02,Churned,2,1,1,4,Lost
13668,2,35,13089.94,Active,4,4,4,12,Champions
13669,50,3,413.55,Active,3,2,2,7,Others
13670,75,1,349.70,Active,3,1,2,6,Others
13671,394,1,194.95,Churned,1,1,1,3,Lost
13672,301,3,419.92,Churned,2,2,2,6,Lost
13673,18,2,396.92,Active,4,2,2,8,"New Customers"
13674,432,1,240.68,Churned,1,1,1,3,Lost
13675,151,2,486.82,Churned,2,2,2,6,Lost
13676,539,2,243.90,Churned,1,2,1,4,Lost
13677,404,2,556.19,Churned,1,2,2,5,Lost
13678,151,1,232.60,Churned,2,1,1,4,Lost
13679,493,3,281.26,Churned,1,2,1,4,Lost
13680,1,12,11435.67,Active,4,4,4,12,Champions
13681,17,4,827.83,Active,4,3,2,9,"Loyal Customers"
13682,187,1,59.50,Churned,2,1,1,4,Lost
13683,457,1,258.60,Churned,1,1,1,3,Lost
13684,285,4,596.98,Churned,2,3,2,7,"At Risk"
13685,2,7,3119.44,Active,4,3,4,11,"Loyal Customers"
13686,182,3,409.04,Churned,2,2,2,6,Lost
13687,438,1,11880.84,Churned,1,1,4,6,Others
13688,635,1,375.50,Churned,1,1,2,4,Lost
13689,63,2,1259.50,Active,3,2,3,8,Others
13690,59,1,172.25,Active,3,1,1,5,Others
13691,396,1,212.78,Churned,1,1,1,3,Lost
13692,24,5,3114.40,Active,4,3,4,11,"Loyal Customers"
13693,374,9,2011.82,Churned,2,4,3,9,"At Risk"
13694,3,143,196482.81,Active,4,4,4,12,Champions
13695,31,16,2770.73,Active,3,4,4,11,"Loyal Customers"
13696,421,3,2020.40,Churned,1,2,3,6,Others
13697,38,1,151.30,Active,3,1,1,5,Others
13698,596,2,465.53,Churned,1,2,2,5,Lost
13699,155,2,764.15,Churned,2,2,2,6,Lost
13700,26,13,2613.46,Active,3,4,4,11,"Loyal Customers"
13701,446,1,161.00,Churned,1,1,1,3,Lost
13702,445,1,135.18,Churned,1,1,1,3,Lost
13703,318,2,425.56,Churned,2,2,2,6,Lost
13704,5,9,2308.06,Active,4,4,3,11,"Loyal Customers"
13705,7,7,2035.33,Active,4,3,3,10,"Loyal Customers"
13706,302,2,631.17,Churned,2,2,2,6,Lost
13707,267,5,3365.86,Churned,2,3,4,9,"At Risk"
13708,271,1,296.88,Churned,2,1,1,4,Lost
13709,3,18,7591.75,Active,4,4,4,12,Champions
13710,31,3,509.52,Active,3,2,2,7,Others
13711,218,9,1792.26,Churned,2,4,3,9,"At Risk"
13712,246,2,766.42,Churned,2,2,2,6,Lost
13713,408,3,743.26,Churned,1,2,2,5,Lost
13714,465,1,161.35,Churned,1,1,1,3,Lost
13715,281,17,8483.29,Churned,2,4,4,10,"At Risk"
13716,269,1,138.28,Churned,2,1,1,4,Lost
13717,32,8,1763.30,Active,3,4,3,10,"Loyal Customers"
13718,246,2,306.55,Churned,2,2,1,5,Lost
13719,15,11,2815.25,Active,4,4,4,12,Champions
13720,116,4,799.90,Churned,2,3,2,7,"At Risk"
13721,36,2,741.54,Active,3,2,2,7,Others
13722,131,10,5635.41,Churned,2,4,4,10,"At Risk"
13723,217,6,1209.20,Churned,2,3,3,8,"At Risk"
13724,637,1,213.01,Churned,1,1,1,3,Lost
13725,49,8,1980.56,Active,3,4,3,10,"Loyal Customers"
13726,38,2,1079.66,Active,3,2,3,8,Others
13727,28,8,1080.05,Active,3,4,3,10,"Loyal Customers"
13728,36,16,2855.17,Active,3,4,4,11,"Loyal Customers"
13729,435,3,724.73,Churned,1,2,2,5,Lost
13730,135,2,752.60,Churned,2,2,2,6,Lost
13731,219,2,610.59,Churned,2,2,2,6,Lost
13732,28,1,491.86,Active,3,1,2,6,Others
13733,410,2,487.03,Churned,1,2,2,5,Lost
13734,508,4,6701.64,Churned,1,3,4,8,"At Risk"
13735,24,13,9813.22,Active,4,4,4,12,Champions
13736,5,7,2766.21,Active,4,3,4,11,"Loyal Customers"
13737,200,1,339.60,Churned,2,1,1,4,Lost
13738,396,1,440.93,Churned,1,1,2,4,Lost
13739,18,2,292.20,Active,4,2,1,7,"New Customers"
13740,240,5,1597.77,Churned,2,3,3,8,"At Risk"
13741,71,3,668.43,Active,3,2,2,7,Others
13742,16,12,3131.02,Active,4,4,4,12,Champions
13743,2,7,1341.60,Active,4,3,3,10,"Loyal Customers"
13744,95,2,1156.36,Churned,3,2,3,8,Others
13745,162,2,777.36,Churned,2,2,2,6,Lost
13746,413,1,176.69,Churned,1,1,1,3,Lost
13747,373,2,249.40,Churned,2,2,1,5,Lost
13748,95,9,2268.35,Churned,3,4,3,10,"Loyal Customers"
13750,53,11,3602.18,Active,3,4,4,11,"Loyal Customers"
13751,288,1,296.25,Churned,2,1,1,4,Lost
13752,124,7,1590.73,Churned,2,3,3,8,"At Risk"
13753,287,4,2094.57,Churned,2,3,3,8,"At Risk"
13754,151,3,447.05,Churned,2,2,2,6,Lost
13755,3,9,2161.35,Active,4,4,3,11,"Loyal Customers"
13756,2,23,9207.50,Active,4,4,4,12,Champions
13757,674,1,195.55,Churned,1,1,1,3,Lost
13758,11,15,9416.98,Active,4,4,4,12,Champions
13759,33,2,659.41,Active,3,2,2,7,Others
13760,54,5,1363.64,Active,3,3,3,9,"Loyal Customers"
13761,50,6,1952.17,Active,3,3,3,9,"Loyal Customers"
13762,218,5,2472.48,Churned,2,3,4,9,"At Risk"
13763,63,3,5217.44,Active,3,2,4,9,Others
13764,70,6,2953.26,Active,3,3,4,10,"Loyal Customers"
13765,653,1,352.82,Churned,1,1,2,4,Lost
13766,495,1,190.35,Churned,1,1,1,3,Lost
13767,2,73,35540.53,Active,4,4,4,12,Champions
13768,726,2,875.97,Churned,1,2,2,5,Lost
13769,2,20,5800.42,Active,4,4,4,12,Champions
13770,422,4,785.37,Churned,1,3,2,6,"At Risk"
13771,64,9,5728.82,Active,3,4,4,11,"Loyal Customers"
13772,33,8,3114.22,Active,3,4,4,11,"Loyal Customers"
13773,396,2,301.54,Churned,1,2,1,4,Lost
13774,81,1,345.00,Active,3,1,1,5,Others
13775,590,1,1049.66,Churned,1,1,3,5,Others
13776,428,2,623.98,Churned,1,2,2,5,Lost
13777,0,61,56478.42,Active,4,4,4,12,Champions
13778,103,4,1124.49,Churned,2,3,3,8,"At Risk"
13779,515,1,161.13,Churned,1,1,1,3,Lost
13780,7,3,735.82,Active,4,2,2,8,"New Customers"
13781,250,3,778.83,Churned,2,2,2,6,Lost
13782,12,13,1793.72,Active,4,4,3,11,"Loyal Customers"
13783,487,4,1542.09,Churned,1,3,3,7,"At Risk"
13784,9,14,2910.23,Active,4,4,4,12,Champions
13785,428,4,542.49,Churned,1,3,2,6,"At Risk"
13786,367,6,3358.94,Churned,2,3,4,9,"At Risk"
13787,75,6,1222.50,Active,3,3,3,9,"Loyal Customers"
13788,505,1,3.75,Churned,1,1,1,3,Lost
13789,388,1,239.46,Churned,1,1,1,3,Lost
13790,4,1,348.80,Active,4,1,2,7,"New Customers"
13791,127,2,1516.00,Churned,2,2,3,7,Others
13792,66,3,383.95,Active,3,2,2,7,Others
13793,646,1,96.00,Churned,1,1,1,3,Lost
13794,546,1,126.03,Churned,1,1,1,3,Lost
13795,388,4,836.30,Churned,1,3,2,6,"At Risk"
13796,499,1,289.70,Churned,1,1,1,3,Lost
13797,436,3,1179.45,Churned,1,2,3,6,Others
13798,1,110,75836.87,Active,4,4,4,12,Champions
13799,116,9,2803.57,Churned,2,4,4,10,"At Risk"
13800,309,3,1679.56,Churned,2,2,3,7,Others
13801,66,1,324.80,Active,3,1,1,5,Others
13802,138,19,26259.11,Churned,2,4,4,10,"At Risk"
13803,255,3,1338.91,Churned,2,2,3,7,Others
13804,30,9,3208.52,Active,3,4,4,11,"Loyal Customers"
13805,52,2,924.60,Active,3,2,3,8,Others
13806,63,1,256.38,Active,3,1,1,5,Others
13807,367,3,534.80,Churned,2,2,2,6,Lost
13808,5,5,1747.66,Active,4,3,3,10,"Loyal Customers"
13809,305,3,679.70,Churned,2,2,2,6,Lost
13810,28,3,1499.01,Active,3,2,3,8,Others
13811,183,3,814.50,Churned,2,2,2,6,Lost
13812,42,3,539.00,Active,3,2,2,7,Others
13813,39,8,2765.47,Active,3,4,4,11,"Loyal Customers"
13814,92,3,2257.32,Churned,3,2,3,8,Others
13815,22,8,7475.74,Active,4,4,4,12,Champions
13816,23,2,571.67,Active,4,2,2,8,"New Customers"
13817,29,2,382.98,Active,3,2,2,7,Others
13818,429,1,61.28,Churned,1,1,1,3,Lost
13819,301,6,2642.35,Churned,2,3,4,9,"At Risk"
13820,418,3,660.65,Churned,1,2,2,5,Lost
13821,144,6,1410.73,Churned,2,3,3,8,"At Risk"
13822,5,2,632.00,Active,4,2,2,8,"New Customers"
13823,18,7,3403.45,Active,4,3,4,11,"Loyal Customers"
13824,32,12,3314.76,Active,3,4,4,11,"Loyal Customers"
13825,621,2,255.59,Churned,1,2,1,4,Lost
13826,176,1,189.50,Churned,2,1,1,4,Lost
13827,57,3,412.05,Active,3,2,2,7,Others
13828,22,1,209.49,Active,4,1,1,6,"New Customers"
13829,421,1,102.00,Churned,1,1,1,3,Lost
13830,581,1,156.85,Churned,1,1,1,3,Lost
13831,16,18,7023.58,Active,4,4,4,12,Champions
13832,19,2,613.69,Active,4,2,2,8,"New Customers"
13833,159,2,701.36,Churned,2,2,2,6,Lost
13834,576,2,324.19,Churned,1,2,1,4,Lost
13835,25,7,1095.27,Active,4,3,3,10,"Loyal Customers"
13836,399,2,620.37,Churned,1,2,2,5,Lost
13837,211,2,271.24,Churned,2,2,1,5,Lost
13838,5,10,1966.09,Active,4,4,3,11,"Loyal Customers"
13839,486,1,139.95,Churned,1,1,1,3,Lost
13840,416,1,651.40,Churned,1,1,2,4,Lost
13841,252,1,85.00,Churned,2,1,1,4,Lost
13842,58,18,5629.91,Active,3,4,4,11,"Loyal Customers"
13843,381,1,319.75,Churned,1,1,1,3,Lost
13844,11,1,361.62,Active,4,1,2,7,"New Customers"
13845,64,1,312.98,Active,3,1,1,5,Others
13846,24,4,1307.79,Active,4,3,3,10,"Loyal Customers"
13847,719,1,310.72,Churned,1,1,1,3,Lost
13848,92,8,3335.00,Churned,3,4,4,11,"Loyal Customers"
13849,51,5,3469.30,Active,3,3,4,10,"Loyal Customers"
13850,129,1,1595.48,Churned,2,1,3,6,Others
13851,95,8,4606.46,Churned,3,4,4,11,"Loyal Customers"
13852,610,1,187.35,Churned,1,1,1,3,Lost
13853,57,1,1090.14,Active,3,1,3,7,Others
13854,8,39,12253.96,Active,4,4,4,12,Champions
13855,500,4,1310.34,Churned,1,3,3,7,"At Risk"
13856,168,11,1142.03,Churned,2,4,3,9,"At Risk"
13857,393,6,1001.01,Churned,1,3,3,7,"At Risk"
13858,57,1,216.17,Active,3,1,1,5,Others
13859,326,2,515.86,Churned,2,2,2,6,Lost
13860,1,5,1245.90,Active,4,3,3,10,"Loyal Customers"
13861,429,2,273.26,Churned,1,2,1,4,Lost
13862,18,9,2556.09,Active,4,4,4,12,Champions
13863,247,4,1239.55,Churned,2,3,3,8,"At Risk"
13864,386,1,662.40,Churned,1,1,2,4,Lost
13865,58,4,501.56,Active,3,3,2,8,"Loyal Customers"
13866,74,1,145.67,Active,3,1,1,5,Others
13867,31,3,1015.29,Active,3,2,3,8,Others
13868,7,2,3192.54,Active,4,2,4,10,"New Customers"
13869,123,10,8111.57,Churned,2,4,4,10,"At Risk"
13870,2,15,5712.08,Active,4,4,4,12,Champions
13871,22,17,7885.85,Active,4,4,4,12,Champions
13872,527,3,919.57,Churned,1,2,3,6,Others
13873,119,8,1038.92,Churned,2,4,3,9,"At Risk"
13874,358,7,2049.15,Churned,2,3,3,8,"At Risk"
13875,53,14,4814.37,Active,3,4,4,11,"Loyal Customers"
13876,63,1,122.70,Active,3,1,1,5,Others
13877,86,3,449.68,Active,3,2,2,7,Others
13878,54,4,2473.06,Active,3,3,4,10,"Loyal Customers"
13879,645,1,395.50,Churned,1,1,2,4,Lost
13880,21,17,4391.66,Active,4,4,4,12,Champions
13881,3,43,45179.10,Active,4,4,4,12,Champions
13882,2,5,1191.13,Active,4,3,3,10,"Loyal Customers"
13883,10,15,6560.02,Active,4,4,4,12,Champions
13884,7,10,1888.48,Active,4,4,3,11,"Loyal Customers"
13885,189,2,506.80,Churned,2,2,2,6,Lost
13886,71,1,243.56,Active,3,1,1,5,Others
13887,204,1,349.55,Churned,2,1,2,5,Lost
13888,119,7,2169.05,Churned,2,3,3,8,"At Risk"
13889,92,6,1991.23,Churned,3,3,3,9,"Loyal Customers"
13890,1,14,2927.38,Active,4,4,4,12,Champions
13891,378,3,863.56,Churned,2,2,2,6,Lost
13892,26,6,1267.65,Active,3,3,3,9,"Loyal Customers"
13893,297,1,821.10,Churned,2,1,2,5,Lost
13894,23,3,564.62,Active,4,2,2,8,"New Customers"
13895,28,6,4008.52,Active,3,3,4,10,"Loyal Customers"
13896,625,1,388.55,Churned,1,1,2,4,Lost
